listing_id,sqft,bedrooms,bathrooms,age_years,neighborhood,has_garage,price
L201673,1117,1,1,43,suburbs,yes,225700.0
L201674,2393,2,1,39,suburbs,no,391200.0
L201675,1207,3,3,37,downtown,yes,355300.0
L201676,3670,4,3,71,suburbs,yes,613100.0
L201677,3085,3,3,67,waterfront,no,603200.0
L201678,4300,5,4,31,downtown,yes,801200.0
L201679,3979,4,3,45,suburbs,yes,645200.0
L201680,1621,1,1,30,downtown,no,303300.0
L201681,1584,2,2,45,downtown,yes,363500.0
L201682,1670,2,2,34,suburbs,no,261100.0
L201683,1199,3,3,68,downtown,yes,296800.0
L201684,4260,6,4,56,suburbs,yes,667100.0
L201685,922,1,1,13,downtown,yes,266500.0
L201686,2254,3,2,2,rural,yes,384800.0
L201687,1698,1,1,76,downtown,yes,337100.0
L201688,661,1,1,28,waterfront,yes,270600.0
L201689,3840,4,3,12,suburbs,no,649800.0
L201690,2559,2,1,59,downtown,yes,470400.0
L201691,4022,4,3,37,downtown,yes,718200.0
L201692,3005,2,1,44,suburbs,no,454300.0
L201693,2533,4,4,50,waterfront,yes,569500.0
L201694,1554,2,1,24,suburbs,no,278200.0
L201695,2905,3,3,45,suburbs,yes,484800.0
L201696,3436,3,2,52,rural,no,524700.0
L201697,708,2,1,49,downtown,no,158700.0
L201698,1508,2,2,72,suburbs,yes,223000.0
L201699,2010,2,1,31,downtown,yes,461800.0
L201700,1066,1,1,40,rural,yes,162400.0
L201701,928,1,1,60,rural,yes,112600.0
L201702,1572,1,1,59,downtown,yes,318200.0
L201703,1929,2,1,79,downtown,yes,384000.0
L201704,2682,3,3,15,suburbs,yes,507500.0
L201705,3773,5,4,73,suburbs,no,597100.0
L201706,3937,4,4,37,suburbs,yes,657800.0
L201707,2088,2,1,17,suburbs,no,353400.0
L201708,2664,3,2,23,downtown,no,526300.0
L201709,655,1,1,28,suburbs,yes,156400.0
L201710,3911,5,4,79,downtown,yes,682400.0
L201711,1515,1,1,8,suburbs,yes,279000.0
L201712,850,2,2,17,suburbs,no,190800.0
L201713,2949,2,2,57,suburbs,no,496300.0
L201714,2053,3,3,75,rural,yes,321000.0
L201715,2203,2,2,6,suburbs,no,478300.0
L201716,2297,3,2,32,suburbs,yes,408200.0
L201717,3049,4,4,32,rural,yes,478200.0
L201718,3726,4,4,39,suburbs,yes,648200.0
L201719,2829,3,3,61,rural,no,456400.0
L201720,2981,3,3,41,rural,yes,494400.0
L201721,3753,4,4,11,suburbs,no,655500.0
L201722,3661,5,4,19,downtown,yes,708800.0
L201723,1272,1,1,59,downtown,yes,269800.0
L201724,1920,1,1,19,suburbs,no,266400.0
L201725,2525,3,2,39,downtown,yes,522800.0
L201726,4242,5,4,30,suburbs,yes,721400.0
L201727,2966,3,3,35,downtown,no,588900.0
L201728,3773,4,4,59,downtown,yes,676700.0
L201729,3700,3,3,19,suburbs,yes,629500.0
L201730,4170,4,4,56,downtown,yes,779200.0
L201731,2621,3,3,60,downtown,no,525300.0
L201732,1624,1,1,79,suburbs,yes,271200.0
L201733,2203,3,3,36,waterfront,yes,480800.0
L201734,625,1,1,7,suburbs,no,121000.0
L201735,3266,5,4,53,waterfront,yes,713400.0
L201736,3000,4,4,60,downtown,yes,563500.0
L201737,1243,1,1,2,rural,yes,230300.0
L201738,2521,2,2,15,suburbs,no,438100.0
L201739,3392,3,3,27,suburbs,yes,587700.0
L201740,3637,5,4,40,suburbs,yes,611800.0
L201741,3626,4,4,41,rural,yes,619400.0
L201742,980,2,2,15,downtown,yes,279100.0
L201743,2057,2,2,15,suburbs,yes,397700.0
L201744,2922,4,4,74,rural,yes,463700.0
L201745,1010,1,1,57,suburbs,yes,229800.0
L201746,1375,2,2,40,suburbs,yes,303700.0
L201747,4277,4,4,26,downtown,yes,840300.0
L201748,2606,2,2,37,downtown,yes,543600.0
L201749,2855,5,4,77,suburbs,yes,495700.0
L201750,1217,1,1,24,suburbs,no,208800.0
L201751,3072,3,3,26,downtown,yes,568900.0
L201752,4158,3,2,35,rural,yes,649800.0
L201753,4343,5,4,15,suburbs,yes,757600.0
L201754,1314,2,2,8,downtown,yes,343500.0
L201755,1465,1,1,71,downtown,no,258600.0
L201756,2842,4,3,54,rural,no,458700.0
L201757,4058,5,4,26,waterfront,yes,818800.0
L201758,621,1,1,45,waterfront,yes,244900.0
L201759,1478,1,1,39,suburbs,yes,265800.0
L201760,1210,1,1,7,waterfront,yes,367900.0
L201761,3679,5,4,60,downtown,yes,652400.0
L201762,2547,3,3,8,downtown,yes,518500.0
L201763,3386,4,4,45,downtown,yes,660400.0
L201764,759,1,1,23,suburbs,yes,172700.0
L201765,1115,1,1,34,downtown,yes,226300.0
L201766,2716,4,3,37,suburbs,yes,508100.0
L201767,2237,4,3,34,downtown,yes,484700.0
L201768,1318,2,2,17,suburbs,yes,251400.0
L201769,1617,2,2,6,rural,yes,281900.0
L201770,3433,4,3,10,suburbs,yes,616800.0
L201771,653,1,1,58,suburbs,yes,75800.0
L201772,3986,4,3,7,downtown,no,748000.0
L201773,1221,1,1,40,downtown,yes,309600.0
L201774,3558,5,4,24,suburbs,yes,662200.0
L201775,3055,3,3,55,downtown,yes,600600.0
L201776,847,1,1,50,rural,yes,115100.0
L201777,3581,4,3,14,waterfront,no,761000.0
L201778,2535,3,3,54,downtown,yes,506500.0
L201779,1774,2,2,52,downtown,yes,352900.0
L201780,1033,2,1,22,downtown,yes,296700.0
L201781,1050,1,1,67,rural,yes,160300.0
L201782,2195,3,3,35,downtown,yes,505800.0
L201783,1748,1,1,2,suburbs,no,344000.0
L201784,3874,4,3,50,suburbs,yes,625100.0
L201785,2717,2,2,36,suburbs,no,452100.0
L201786,760,1,1,28,suburbs,yes,178200.0
L201787,4020,4,4,36,suburbs,yes,689300.0
L201788,1581,2,1,78,rural,yes,219300.0
L201789,2965,4,3,31,downtown,no,619200.0
L201790,3823,4,3,55,suburbs,yes,615600.0
L201791,3204,5,4,68,waterfront,yes,716800.0
L201792,2183,3,3,46,downtown,yes,421200.0
L201793,629,1,1,71,suburbs,yes,107700.0
L201794,1517,2,1,39,suburbs,yes,298300.0
L201795,2820,3,2,18,downtown,yes,533100.0
L201796,4302,5,4,39,suburbs,no,698700.0
L201797,739,1,1,9,downtown,yes,255600.0
L201798,1207,2,2,23,rural,yes,184400.0
L201799,1997,1,1,16,suburbs,yes,380400.0
L201800,3675,4,4,6,suburbs,yes,695700.0
L201801,4305,6,4,12,suburbs,yes,804100.0
L201802,1294,2,1,67,suburbs,yes,233700.0
L201803,2863,2,1,68,downtown,no,478700.0
L201804,4355,4,3,72,downtown,yes,743000.0
L201805,4494,5,4,1,downtown,no,841500.0
L201806,3665,2,1,77,rural,no,507700.0
L201807,3636,4,4,27,suburbs,yes,626900.0
L201808,1678,3,2,32,downtown,yes,427900.0
L201809,1807,3,2,14,suburbs,no,339600.0
L201810,4436,5,4,75,suburbs,no,743000.0
L201811,3028,4,4,79,suburbs,yes,512200.0
L201812,1046,1,1,56,suburbs,no,173600.0
L201813,869,1,1,6,downtown,yes,275800.0
L201814,3952,5,4,33,downtown,yes,760500.0
L201815,1105,2,2,22,rural,no,195500.0
L201816,3327,4,4,73,suburbs,yes,570500.0
L201817,1854,2,1,52,suburbs,no,318100.0
L201818,1278,2,1,77,downtown,yes,316700.0
L201819,1045,2,2,66,waterfront,yes,322300.0
L201820,2730,4,3,42,downtown,no,514100.0
L201821,3734,5,4,22,suburbs,yes,649200.0
L201822,646,1,1,62,suburbs,no,171000.0
L201823,3344,4,3,55,downtown,no,562200.0
L201824,2835,4,3,62,downtown,no,502600.0
L201825,3697,5,4,74,suburbs,no,605000.0
L201826,2870,4,3,48,suburbs,no,473000.0
L201827,1091,2,2,53,waterfront,yes,357800.0
L201828,2193,1,1,33,suburbs,yes,384900.0
L201829,4449,5,4,39,waterfront,yes,859300.0
L201830,3815,5,4,10,suburbs,yes,724700.0
L201831,1970,3,3,15,suburbs,no,349200.0
L201832,4229,6,4,79,waterfront,yes,803400.0
L201833,628,1,1,14,rural,no,157000.0
L201834,2681,4,3,5,downtown,yes,538700.0
L201835,3618,5,4,63,suburbs,yes,625800.0
L201836,3228,3,3,10,downtown,yes,671100.0
L201837,1297,1,1,36,waterfront,yes,293800.0
L201838,1168,1,1,29,suburbs,yes,217900.0
L201839,3499,4,3,33,suburbs,yes,627100.0
L201840,4492,5,4,31,waterfront,no,863300.0
L201841,3580,4,4,2,suburbs,no,635100.0
L201842,3945,5,4,21,suburbs,no,686200.0
L201843,4150,4,3,51,suburbs,no,673000.0
L201844,4301,6,4,6,downtown,no,795200.0
L201845,3680,5,4,21,downtown,yes,738600.0
L201846,3634,3,3,71,suburbs,yes,586300.0
L201847,3679,4,4,52,downtown,yes,653800.0
L201848,1859,3,2,41,waterfront,yes,454800.0
L201849,2707,3,3,43,suburbs,no,422300.0
L201850,1464,1,1,77,suburbs,no,219700.0
L201851,2670,4,4,3,downtown,yes,592700.0
L201852,2593,2,2,70,suburbs,yes,419300.0
L201853,867,1,1,38,suburbs,yes,190700.0
L201854,922,1,1,39,waterfront,no,292200.0
L201855,4307,5,4,18,downtown,yes,828600.0
L201856,2752,3,3,31,downtown,yes,545300.0
L201857,727,1,1,43,downtown,yes,230900.0
L201858,2042,2,1,20,suburbs,no,320700.0
L201859,4076,4,4,27,downtown,yes,723100.0
L201860,3438,4,3,79,downtown,yes,620300.0
L201861,3811,3,3,65,suburbs,yes,626700.0
L201862,3040,5,4,48,rural,yes,511300.0
L201863,3331,4,4,23,suburbs,yes,612900.0
L201864,1561,1,1,67,suburbs,yes,258700.0
L201865,3883,4,3,68,suburbs,yes,578000.0
L201866,3460,4,4,78,downtown,yes,689100.0
L201867,1533,2,1,53,suburbs,yes,238800.0
L201868,1813,1,1,17,downtown,yes,362600.0
L201869,3591,4,3,30,suburbs,yes,647500.0
L201870,1569,2,1,73,suburbs,no,244800.0
L201871,3209,5,4,8,suburbs,yes,584700.0
L201872,2232,3,2,63,suburbs,yes,369300.0
L201873,1719,3,3,40,rural,yes,284600.0
L201874,1215,1,1,36,suburbs,no,192300.0
L201875,3414,5,4,12,suburbs,no,634100.0
L201876,1868,3,2,75,waterfront,yes,428100.0
L201877,2769,4,3,16,suburbs,yes,488100.0
L201878,1613,2,2,47,suburbs,yes,276200.0
L201879,1174,1,1,44,suburbs,yes,211300.0
L201880,684,2,2,31,waterfront,yes,279200.0
L201881,4263,5,4,11,suburbs,yes,741300.0
L201882,1773,2,2,12,suburbs,yes,354300.0
L201883,2846,4,3,50,rural,yes,456400.0
L201884,2420,2,2,58,waterfront,yes,497900.0
L201885,2042,2,2,19,rural,yes,330300.0
L201886,3835,4,4,61,downtown,yes,731900.0
L201887,4152,5,4,54,suburbs,no,738500.0
L201888,1303,1,1,16,suburbs,yes,256800.0
L201889,720,2,1,30,suburbs,yes,192900.0
L201890,1876,2,2,29,suburbs,no,307900.0
L201891,1001,1,1,44,downtown,yes,236200.0
L201892,714,1,1,4,suburbs,yes,194000.0
L201893,3739,5,4,76,downtown,yes,624600.0
L201894,892,2,2,44,rural,yes,186000.0
L201895,874,1,1,54,suburbs,yes,151000.0
L201896,1988,3,3,48,downtown,no,386000.0
L201897,2815,3,2,31,suburbs,yes,498000.0
L201898,2549,2,1,67,suburbs,no,422300.0
L201899,3508,3,3,25,suburbs,yes,591300.0
L201900,3518,3,2,2,rural,yes,587200.0
L201901,664,1,1,44,rural,yes,125100.0
L201902,3576,5,4,9,downtown,yes,720400.0
L201903,766,1,1,65,downtown,no,161300.0
L201904,4164,5,4,2,downtown,yes,807900.0
L201905,1793,1,1,16,downtown,yes,388800.0
L201906,4140,6,4,75,suburbs,no,609400.0
L201907,4496,4,4,21,downtown,yes,843100.0
L201908,995,1,1,41,suburbs,no,139900.0
L201909,2085,3,2,69,suburbs,yes,358900.0
L201910,1037,1,1,19,suburbs,yes,253900.0
L201911,4377,4,3,24,waterfront,yes,847500.0
L201912,2537,3,3,1,suburbs,yes,456200.0
L201913,3866,3,2,64,downtown,no,668000.0
L201914,2898,4,4,7,suburbs,yes,584200.0
L201915,3906,5,4,78,downtown,yes,677700.0
L201916,2931,3,2,57,suburbs,no,409700.0
L201917,789,1,1,25,suburbs,yes,206000.0
L201918,2496,2,1,38,waterfront,yes,558400.0
L201919,3153,3,2,41,downtown,no,582200.0
L201920,4426,6,4,58,downtown,yes,761200.0
L201921,3848,4,4,29,downtown,yes,739500.0
L201922,2584,3,3,21,suburbs,yes,498800.0
L201923,3743,4,3,10,waterfront,yes,829900.0
L201924,4247,6,4,35,suburbs,yes,732500.0
L201925,4016,4,3,38,suburbs,yes,675800.0
L201926,4453,6,4,49,downtown,yes,763400.0
L201927,2001,2,2,66,suburbs,yes,358500.0
L201928,2331,2,1,16,downtown,yes,495100.0
L201929,655,1,1,17,downtown,no,219200.0
L201930,1121,1,1,23,suburbs,no,239200.0
L201931,3784,5,4,13,downtown,yes,720800.0
L201932,1871,1,1,11,downtown,yes,393700.0
L201933,2311,3,3,63,downtown,no,441700.0
L201934,1998,2,2,56,downtown,yes,429400.0
L201935,4214,4,3,66,suburbs,yes,705200.0
L201936,4064,4,4,46,downtown,yes,749100.0
L201937,3483,4,3,65,suburbs,yes,582300.0
L201938,4350,4,4,35,suburbs,no,728800.0
L201939,2732,3,3,70,suburbs,no,431100.0
L201940,1261,1,1,45,downtown,yes,320600.0
L201941,3075,3,3,2,suburbs,yes,545600.0
L201942,678,1,1,13,suburbs,no,166300.0
L201943,2237,1,1,41,suburbs,yes,351500.0
L201944,3839,4,3,65,suburbs,no,634100.0
L201945,1302,1,1,11,rural,yes,227000.0
L201946,2778,3,3,60,suburbs,yes,520600.0
L201947,3631,4,3,71,rural,no,543400.0
L201948,3529,3,3,14,suburbs,yes,634300.0
L201949,2908,3,3,44,waterfront,yes,604200.0
L201950,1893,1,1,70,rural,yes,257300.0
L201951,1543,3,3,24,downtown,yes,383800.0
L201952,1218,2,1,31,suburbs,no,237500.0
L201953,3472,5,4,35,downtown,yes,660400.0
L201954,1632,1,1,37,waterfront,yes,390600.0
L201955,3134,4,3,26,suburbs,no,545200.0
L201956,789,1,1,42,suburbs,no,157800.0
L201957,1737,1,1,21,downtown,yes,371500.0
L201958,2104,2,1,63,rural,no,292700.0
L201959,3614,4,4,54,waterfront,yes,698600.0
L201960,986,1,1,13,suburbs,no,211100.0
L201961,2434,3,2,68,downtown,yes,486400.0
L201962,2408,3,2,21,suburbs,no,448300.0
L201963,1853,2,2,42,downtown,no,381600.0
L201964,3716,5,4,74,waterfront,no,712000.0
L201965,4423,5,4,54,suburbs,yes,729000.0
L201966,785,1,1,75,suburbs,no,124800.0
L201967,4236,5,4,48,downtown,yes,775200.0
L201968,4097,4,4,64,waterfront,yes,770300.0
L201969,3885,3,2,37,suburbs,no,576200.0
L201970,1080,1,1,13,waterfront,no,317900.0
L201971,2112,4,3,14,suburbs,yes,417600.0
L201972,3158,2,2,47,suburbs,yes,519200.0
L201973,1396,2,1,11,downtown,yes,334400.0
L201974,1538,2,2,35,rural,yes,258000.0
L201975,2796,4,3,37,downtown,yes,564600.0
L201976,3895,5,4,6,suburbs,no,725700.0
L201977,1234,3,2,67,suburbs,yes,234000.0
L201978,640,1,1,6,downtown,yes,192100.0
L201979,4484,6,4,25,rural,yes,733600.0
L201980,2243,3,3,68,rural,yes,402800.0
L201981,897,2,2,3,suburbs,yes,266000.0
L201982,4351,5,4,7,suburbs,no,773000.0
L201983,1666,2,2,67,downtown,yes,364200.0
L201984,1040,1,1,21,suburbs,yes,232600.0
L201985,3207,4,4,72,rural,yes,504400.0
L201986,3566,4,3,12,downtown,no,696300.0
L201987,1093,1,1,13,waterfront,yes,371300.0
L201988,3433,4,4,46,suburbs,yes,613900.0
L201989,2073,3,3,76,downtown,no,387500.0
L201990,1844,1,1,60,suburbs,yes,288000.0
L201991,3200,3,3,48,suburbs,yes,521600.0
L201992,835,2,1,21,waterfront,no,328000.0
L201993,1255,2,2,5,suburbs,yes,286300.0
L201994,3849,4,3,62,suburbs,no,624100.0
L201995,4443,5,4,9,waterfront,yes,910200.0
L201996,4129,5,4,13,downtown,yes,753400.0
L201997,3654,5,4,35,suburbs,yes,666600.0
L201998,1098,1,1,28,rural,yes,173800.0
L201999,1804,2,1,69,suburbs,yes,284100.0
L202000,3906,5,4,19,downtown,yes,731700.0
L202001,3381,3,2,52,rural,yes,522700.0
L202002,3849,4,3,36,downtown,yes,708400.0
L202003,2202,3,3,19,suburbs,yes,386300.0
L202004,2850,4,3,78,rural,yes,401900.0
L202005,3473,3,3,63,downtown,yes,618800.0
L202006,3655,4,4,58,rural,no,589600.0
L202007,3430,4,4,36,rural,no,573300.0
L202008,753,1,1,16,suburbs,yes,203600.0
L202009,1389,2,2,51,downtown,yes,315700.0
L202010,2535,3,3,77,rural,yes,382500.0
L202011,3326,4,4,21,suburbs,yes,595100.0
L202012,4371,4,4,54,suburbs,yes,737900.0
L202013,1773,2,1,68,downtown,no,377100.0
L202014,3623,5,4,36,downtown,no,672900.0
L202015,3190,3,3,6,suburbs,yes,563200.0
L202016,1645,1,1,73,rural,yes,228700.0
L202017,1275,1,1,8,suburbs,yes,251500.0
L202018,3031,3,3,61,downtown,yes,549000.0
L202019,1879,3,2,38,waterfront,no,453500.0
L202020,1428,1,1,58,suburbs,yes,219800.0
L202021,1452,1,1,56,downtown,yes,322600.0
L202022,1466,2,1,16,waterfront,yes,447300.0
L202023,956,1,1,7,suburbs,yes,207100.0
L202024,1338,2,1,10,suburbs,yes,318900.0
L202025,4405,5,4,16,rural,yes,732200.0
L202026,1340,2,2,69,downtown,yes,282000.0
L202027,2194,1,1,6,suburbs,yes,405500.0
L202028,2547,3,3,54,rural,no,373300.0
L202029,3338,4,3,30,downtown,yes,658900.0
L202030,1808,2,2,65,rural,yes,284500.0
L202031,3824,3,2,47,downtown,yes,666700.0
L202032,3634,4,4,61,rural,no,551200.0
L202033,2583,3,2,66,suburbs,yes,406000.0
L202034,4087,4,4,72,suburbs,no,674400.0
L202035,1958,2,1,64,suburbs,no,300400.0
L202036,2501,3,3,30,downtown,yes,521900.0
L202037,2933,4,4,73,downtown,no,545900.0
L202038,1346,2,1,28,suburbs,yes,258700.0
L202039,919,1,1,46,rural,yes,156000.0
L202040,4492,5,4,18,downtown,yes,848300.0
L202041,789,1,1,64,rural,yes,118700.0
L202042,783,1,1,8,suburbs,yes,184500.0
L202043,995,1,1,76,suburbs,yes,137300.0
L202044,2743,4,3,38,suburbs,yes,478500.0
L202045,1646,2,2,67,suburbs,yes,276200.0
L202046,1456,1,1,39,suburbs,yes,259000.0
L202047,3955,4,3,11,downtown,yes,701400.0
L202048,4256,5,4,9,downtown,yes,825100.0
L202049,4016,4,3,70,suburbs,yes,654300.0
L202050,1867,1,1,48,suburbs,yes,294400.0
L202051,932,2,1,11,downtown,no,241800.0
L202052,4336,4,4,29,suburbs,yes,715700.0
L202053,2728,2,1,45,downtown,yes,470800.0
L202054,4393,5,4,36,suburbs,yes,738700.0
L202055,1252,1,1,5,suburbs,yes,252800.0
L202056,4277,5,4,40,waterfront,no,855700.0
L202057,1807,3,3,13,downtown,yes,442400.0
L202058,3691,3,2,24,downtown,yes,707700.0
L202059,1029,2,2,53,suburbs,yes,211500.0
L202060,3490,3,2,54,suburbs,yes,541600.0
L202061,2446,3,3,6,suburbs,yes,509200.0
L202062,4315,6,4,40,suburbs,yes,737100.0
L202063,1176,1,1,20,downtown,yes,256000.0
L202064,1472,2,1,35,waterfront,yes,401600.0
L202065,3081,4,4,64,suburbs,yes,489400.0
L202066,3758,4,4,32,rural,yes,617400.0
L202067,4064,4,3,46,suburbs,yes,660300.0
L202068,1042,1,1,1,rural,yes,214200.0
L202069,627,1,1,39,rural,yes,136400.0
L202070,2011,2,2,61,downtown,no,376600.0
L202071,980,2,1,51,downtown,yes,244500.0
L202072,2167,2,1,77,downtown,yes,418700.0
L202073,2459,3,3,62,rural,yes,373500.0
L202074,4481,6,4,10,downtown,no,839000.0
L202075,730,1,1,4,suburbs,no,183500.0
L202076,1851,2,1,23,suburbs,no,304000.0
L202077,1920,2,2,65,suburbs,yes,316300.0
L202078,2763,1,1,67,suburbs,yes,421700.0
L202079,1849,2,2,58,suburbs,no,337700.0
L202080,3070,4,3,56,suburbs,no,479800.0
L202081,3911,5,4,53,downtown,no,707400.0
L202082,3243,4,4,24,downtown,no,662700.0
L202083,3176,3,2,54,rural,yes,514700.0
L202084,1068,2,1,51,waterfront,yes,319800.0
L202085,4059,6,4,6,rural,yes,704700.0
L202086,2780,4,3,73,suburbs,yes,482300.0
L202087,1243,2,1,60,downtown,yes,296000.0
L202088,3075,4,4,17,suburbs,yes,600400.0
L202089,2498,2,2,23,downtown,no,511600.0
L202090,4123,5,4,54,waterfront,yes,780500.0
L202091,3125,3,2,19,rural,yes,471400.0
L202092,4333,4,3,64,waterfront,yes,801800.0
L202093,4401,5,4,37,rural,yes,671200.0
L202094,1516,3,3,7,suburbs,no,352500.0
L202095,1738,2,1,55,suburbs,no,244900.0
L202096,1421,1,1,74,rural,yes,188300.0
L202097,1499,1,1,26,suburbs,no,238300.0
L202098,3266,4,3,76,rural,yes,466800.0
L202099,4301,4,3,57,suburbs,yes,726100.0
L202100,2508,1,1,58,suburbs,yes,376300.0
L202101,3752,3,3,28,suburbs,no,663600.0
L202102,3499,4,3,41,downtown,yes,692200.0
L202103,1617,2,2,17,suburbs,yes,319700.0
L202104,3909,4,4,48,downtown,yes,665500.0
L202105,2467,3,3,68,suburbs,no,395500.0
L202106,641,1,1,51,suburbs,no,177100.0
L202107,3390,3,3,69,downtown,no,603100.0
L202108,4027,4,4,12,rural,yes,669000.0
L202109,1556,1,1,48,downtown,yes,310200.0
L202110,1635,2,1,23,suburbs,yes,330700.0
L202111,3456,3,3,45,downtown,yes,645100.0
L202112,4380,4,4,8,suburbs,no,747900.0
L202113,1614,2,1,30,suburbs,yes,328400.0
L202114,2278,3,3,29,rural,yes,420800.0
L202115,3248,4,3,42,suburbs,yes,572100.0
L202116,3924,5,4,59,suburbs,yes,623500.0
L202117,731,1,1,45,suburbs,yes,127800.0
L202118,1379,2,1,70,suburbs,no,204600.0
L202119,4086,4,4,22,suburbs,no,687500.0
L202120,2648,2,2,29,suburbs,yes,492000.0
L202121,3556,3,2,37,suburbs,yes,638600.0
L202122,846,2,2,49,suburbs,yes,196000.0
L202123,954,1,1,67,waterfront,yes,299700.0
L202124,3465,3,2,47,downtown,yes,588700.0
L202125,2066,3,3,76,downtown,yes,405900.0
L202126,4274,5,4,37,suburbs,no,700900.0
L202127,2280,3,2,42,suburbs,no,373700.0
L202128,3888,4,4,55,downtown,yes,723800.0
L202129,2719,2,1,11,downtown,yes,518600.0
L202130,3253,4,4,12,waterfront,yes,667400.0
L202131,3149,4,4,26,suburbs,no,575100.0
L202132,1063,1,1,5,suburbs,no,245900.0
L202133,3698,5,4,33,downtown,no,704500.0
L202134,4437,6,4,27,downtown,yes,828400.0
L202135,2109,3,2,49,downtown,no,397600.0
L202136,1941,1,1,77,downtown,yes,335200.0
L202137,2929,2,1,45,suburbs,yes,498800.0
L202138,3067,4,3,76,downtown,yes,549900.0
L202139,2094,1,1,48,suburbs,yes,391100.0
L202140,1664,2,2,50,downtown,yes,383700.0
L202141,4388,5,4,66,waterfront,yes,851000.0
L202142,3826,4,3,46,downtown,yes,766700.0
L202143,2830,3,3,77,downtown,yes,554500.0
L202144,2075,3,2,50,rural,yes,328700.0
L202145,1973,2,1,26,rural,yes,297800.0
L202146,2123,3,2,34,suburbs,yes,378400.0
L202147,2912,4,4,51,suburbs,yes,513300.0
L202148,617,1,1,23,rural,yes,105000.0
L202149,3162,3,3,58,suburbs,no,481200.0
L202150,2843,3,2,0,suburbs,yes,522900.0
L202151,1163,3,2,58,suburbs,yes,257600.0
L202152,1577,1,1,1,downtown,yes,412400.0
L202153,1681,3,2,13,downtown,yes,405900.0
L202154,4195,3,3,77,downtown,yes,728800.0
L202155,4245,4,4,66,downtown,no,689200.0
L202156,3654,4,4,59,waterfront,no,739800.0
L202157,3258,4,4,74,rural,yes,490700.0
L202158,4313,5,4,55,downtown,yes,788400.0
L202159,3464,5,4,8,downtown,yes,698500.0
L202160,2120,2,1,67,suburbs,no,320200.0
L202161,1998,2,2,18,suburbs,no,320200.0
L202162,3180,3,3,48,rural,yes,485900.0
L202163,2193,4,3,71,waterfront,no,471400.0
L202164,2362,2,2,53,suburbs,yes,380400.0
L202165,4392,5,4,2,downtown,yes,863800.0
L202166,4146,4,3,63,rural,yes,631200.0
L202167,2964,4,3,64,suburbs,yes,486900.0
L202168,1864,1,1,10,suburbs,yes,355200.0
L202169,2324,4,3,75,suburbs,yes,413500.0
L202170,1881,2,2,15,suburbs,no,394100.0
L202171,2234,3,3,4,downtown,yes,522800.0
L202172,2027,3,2,44,suburbs,yes,317900.0
L202173,2336,3,2,54,downtown,yes,483000.0
L202174,2541,3,3,7,downtown,yes,555300.0
L202175,3106,4,3,12,suburbs,no,591700.0
L202176,4062,5,4,52,downtown,no,728100.0
L202177,2661,2,1,6,rural,yes,463100.0
L202178,1409,1,1,66,waterfront,yes,341600.0
L202179,1322,2,1,21,waterfront,yes,393500.0
L202180,3140,3,2,67,downtown,yes,538600.0
L202181,4492,4,4,59,waterfront,yes,816300.0
L202182,1793,2,1,25,downtown,yes,410800.0
L202183,944,2,1,63,suburbs,yes,179800.0
L202184,922,1,1,16,downtown,no,215300.0
L202185,1668,1,1,38,rural,yes,279500.0
L202186,4319,4,3,76,downtown,no,660500.0
L202187,3644,4,3,71,suburbs,no,558100.0
L202188,3664,3,2,72,rural,no,487800.0
L202189,1898,2,2,11,suburbs,no,378900.0
L202190,4312,5,4,25,rural,yes,703800.0
L202191,2189,2,1,6,suburbs,yes,401600.0
L202192,2161,2,1,71,downtown,no,396300.0
L202193,4257,6,4,62,suburbs,yes,739600.0
L202194,3552,3,2,70,suburbs,yes,577700.0
L202195,1726,1,1,9,downtown,no,385500.0
L202196,3139,3,3,27,rural,no,494200.0
L202197,1966,2,1,57,downtown,yes,409000.0
L202198,3014,4,3,29,suburbs,no,507400.0
L202199,1134,2,1,23,downtown,no,273300.0
L202200,757,1,1,74,suburbs,no,79400.0
L202201,4358,6,4,42,suburbs,yes,791400.0
L202202,879,1,1,59,suburbs,yes,137000.0
L202203,2164,3,3,61,downtown,no,462400.0
L202204,1361,1,1,49,suburbs,yes,250800.0
L202205,658,2,2,59,downtown,yes,216900.0
L202206,3523,4,4,76,downtown,no,635600.0
L202207,1704,1,1,39,downtown,yes,326700.0
L202208,3713,4,3,69,rural,no,599800.0
L202209,2743,3,3,5,downtown,no,544000.0
L202210,3124,4,4,5,suburbs,yes,607700.0
L202211,3207,3,2,31,downtown,yes,589600.0
L202212,1349,2,1,39,suburbs,yes,219900.0
L202213,2377,2,1,26,suburbs,yes,459600.0
L202214,3632,4,3,71,downtown,yes,636600.0
L202215,1513,2,1,1,waterfront,yes,440600.0
L202216,1042,1,1,8,waterfront,yes,269800.0
L202217,2216,3,2,50,downtown,no,432500.0
L202218,4086,5,4,5,suburbs,yes,744100.0
L202219,1855,2,1,15,rural,yes,319300.0
L202220,2100,1,1,68,waterfront,yes,443100.0
L202221,1092,2,2,65,downtown,yes,262600.0
L202222,3435,3,2,62,rural,yes,542100.0
L202223,1916,3,2,27,suburbs,no,318300.0
L202224,1261,2,2,13,suburbs,yes,267200.0
L202225,997,1,1,25,suburbs,no,226400.0
L202226,1825,3,2,14,suburbs,yes,326200.0
L202227,1393,1,1,19,waterfront,yes,383200.0
L202228,2531,2,2,66,downtown,no,426000.0
L202229,2262,3,3,19,downtown,yes,497000.0
L202230,2535,4,4,16,suburbs,yes,491900.0
